ACH;CATEDRALA;SPITAL;ACR;ROMTELECOM;VALCEA;METALURGIC;STEAUA;PIRELLI;TMK;TMK;PIRELLI;STEAUA;METALURGIC;FABRA;LPS;HELIOS;PARC HOTEL;CATEDRALA;ACH;
05:50;05:53;05:56;05:57;05:58;06:01;06:02;06:03;06:07;06:09;
